"seriesid","date"
"00267bae-619f-5911-b8bf-7521d06a7f69","2020-02-28"
"00267bae-619f-5911-b8bf-7521d06a7f69","2020-03-31"
"00267bae-619f-5911-b8bf-7521d06a7f69","2020-04-30"
"00267bae-619f-5911-b8bf-7521d06a7f69","2020-05-29"
"00267bae-619f-5911-b8bf-7521d06a7f69","2020-06-30"
"00267bae-619f-5911-b8bf-7521d06a7f69","2020-07-31"
"00267bae-619f-5911-b8bf-7521d06a7f69","2020-08-28"
"002778b4-56a9-5070-abd7-8bdc91c17041","2020-05-26"
"002778b4-56a9-5070-abd7-8bdc91c17041","2020-06-26"
"002778b4-56a9-5070-abd7-8bdc91c17041","2020-07-27"
"002778b4-56a9-5070-abd7-8bdc91c17041","2020-08-26"
"0027ef62-0702-5fc9-9cbb-4523248234f1","2020-03-10"
"0027ef62-0702-5fc9-9cbb-4523248234f1","2020-04-07"
"0027ef62-0702-5fc9-9cbb-4523248234f1","2020-05-07"
"0027ef62-0702-5fc9-9cbb-4523248234f1","2020-06-08"
"0027ef62-0702-5fc9-9cbb-4523248234f1","2020-07-07"
"0027ef62-0702-5fc9-9cbb-4523248234f1","2020-08-07"
"0028e27f-8770-5b68-bc8f-a725c5b9cab5","2020-01-02"
"0028e27f-8770-5b68-bc8f-a725c5b9cab5","2020-02-03"
"0028e27f-8770-5b68-bc8f-a725c5b9cab5","2020-03-02"
"0028e27f-8770-5b68-bc8f-a725c5b9cab5","2020-04-02"
"0028e27f-8770-5b68-bc8f-a725c5b9cab5","2020-05-04"
"0028e27f-8770-5b68-bc8f-a725c5b9cab5","2020-06-02"
"0028e27f-8770-5b68-bc8f-a725c5b9cab5","2020-07-02"
"0028e27f-8770-5b68-bc8f-a725c5b9cab5","2020-08-03"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-03-18"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-04-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-05-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-06-17"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-07-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-08-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-09-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-10-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-11-18"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2019-12-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2020-01-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2020-02-17"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2020-03-18"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2020-04-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2020-05-18"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2020-06-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2020-07-16"
"002acac3-2ce7-5538-8b21-fc873105ad1d","2020-08-17"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2019-09-09"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2019-10-08"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2019-11-08"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2019-12-09"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2020-01-08"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2020-02-10"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2020-03-09"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2020-04-08"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2020-05-11"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2020-06-08"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2020-07-08"
"002bec5c-3125-5e77-a8e6-c4e9fab852b2","2020-08-10"
"002c10f4-ab63-57fc-9d70-ddb884308781","2019-11-23"
"002c10f4-ab63-57fc-9d70-ddb884308781","2019-12-23"
"002c10f4-ab63-57fc-9d70-ddb884308781","2020-01-23"
"002c10f4-ab63-57fc-9d70-ddb884308781","2020-02-24"
"002c10f4-ab63-57fc-9d70-ddb884308781","2020-03-23"
"002c10f4-ab63-57fc-9d70-ddb884308781","2020-04-23"
"002c10f4-ab63-57fc-9d70-ddb884308781","2020-05-23"
"002c10f4-ab63-57fc-9d70-ddb884308781","2020-06-23"
"002c10f4-ab63-57fc-9d70-ddb884308781","2020-07-23"
"002c10f4-ab63-57fc-9d70-ddb884308781","2020-08-24"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2019-09-30"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2019-10-31"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2019-12-02"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2019-12-31"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2020-01-31"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2020-03-02"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2020-03-31"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2020-04-30"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2020-06-01"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2020-06-30"
"002c3231-0424-58ba-a5fd-dbc554382c9d","2020-07-31"
"002c73be-c419-5118-a3ab-dedce220e626","2020-06-16"
"002c73be-c419-5118-a3ab-dedce220e626","2020-07-15"
"002c73be-c419-5118-a3ab-dedce220e626","2020-08-17"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2019-08-05"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2019-09-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2019-10-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2019-11-04"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2019-12-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2020-01-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2020-02-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2020-03-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2020-04-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2020-05-04"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2020-06-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2020-07-03"
"002ccb58-0b39-5902-a809-71ee5661ca3f","2020-08-03"
"002d51b8-32dc-5462-b1e1-c527f02b82f2","2020-06-01"
"002d51b8-32dc-5462-b1e1-c527f02b82f2","2020-07-01"
"002d51b8-32dc-5462-b1e1-c527f02b82f2","2020-08-03"
"002d8a28-fc8f-5590-8022-b45fdd2578d5","2020-06-01"
"002d8a28-fc8f-5590-8022-b45fdd2578d5","2020-07-01"
"002d8a28-fc8f-5590-8022-b45fdd2578d5","2020-08-03"
"002e4571-801a-51ed-8cc0-aa5c6630e00e","2020-03-29"
"002e4571-801a-51ed-8cc0-aa5c6630e00e","2020-04-29"
"002e4571-801a-51ed-8cc0-aa5c6630e00e","2020-05-28"
"002e4571-801a-51ed-8cc0-aa5c6630e00e","2020-06-28"
"002e4571-801a-51ed-8cc0-aa5c6630e00e","2020-07-29"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2019-10-01"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2019-11-01"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2019-12-02"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2020-01-02"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2020-02-03"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2020-03-02"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2020-04-01"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2020-05-01"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2020-06-01"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2020-07-01"
"002e66ef-9f36-53e1-be9d-1fa4a6e6cb38","2020-08-03"
"002fd38b-bde8-5e39-a541-98f300645473","2020-06-23"
"002fd38b-bde8-5e39-a541-98f300645473","2020-07-23"
"002fd38b-bde8-5e39-a541-98f300645473","2020-08-24"
"00317380-b41b-5853-8960-4984fe57e8aa","2020-04-27"
"00317380-b41b-5853-8960-4984fe57e8aa","2020-05-26"
"00317380-b41b-5853-8960-4984fe57e8aa","2020-06-25"
"00317380-b41b-5853-8960-4984fe57e8aa","2020-07-27"
"00317380-b41b-5853-8960-4984fe57e8aa","2020-08-25"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-03-08"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-04-07"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-05-07"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-06-09"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-07-07"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-08-07"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-09-08"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-10-07"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-11-08"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2019-12-09"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2020-01-08"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2020-02-10"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2020-03-09"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2020-04-08"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2020-05-15"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2020-06-08"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2020-07-08"
"0032e20c-61c3-52c6-9e2d-dffad138aa58","2020-08-10"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-03-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-04-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-05-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-07-01"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-07-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-08-30"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-09-30"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-10-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-11-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2019-12-30"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2020-01-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2020-03-02"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2020-03-30"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2020-04-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2020-05-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2020-06-29"
"003382ad-e9ee-5c9d-9778-f7db4643120c","2020-07-29"
"00349b97-43db-59e3-a24f-da61b9080ee6","2020-02-02"
"00349b97-43db-59e3-a24f-da61b9080ee6","2020-03-02"
"00349b97-43db-59e3-a24f-da61b9080ee6","2020-04-01"
"00349b97-43db-59e3-a24f-da61b9080ee6","2020-05-01"
"00349b97-43db-59e3-a24f-da61b9080ee6","2020-06-01"
"00349b97-43db-59e3-a24f-da61b9080ee6","2020-07-01"
"00349b97-43db-59e3-a24f-da61b9080ee6","2020-08-02"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2019-07-04"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2019-08-01"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2019-09-02"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2019-10-03"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2019-11-01"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2019-12-02"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-01-02"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-01-31"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-02-28"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-03-27"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-04-27"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-05-28"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-06-26"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-07-27"
"0034ec9b-6cf8-528c-80f6-59284d9c5337","2020-08-28"
"00373258-bfee-543f-ad89-acecd923106b","2019-10-02"
"00373258-bfee-543f-ad89-acecd923106b","2019-11-04"
"00373258-bfee-543f-ad89-acecd923106b","2019-12-03"
"00373258-bfee-543f-ad89-acecd923106b","2020-01-03"
"00373258-bfee-543f-ad89-acecd923106b","2020-02-03"
"00373258-bfee-543f-ad89-acecd923106b","2020-03-04"
"00373258-bfee-543f-ad89-acecd923106b","2020-04-01"
"00373258-bfee-543f-ad89-acecd923106b","2020-05-03"
"00373258-bfee-543f-ad89-acecd923106b","2020-06-01"
"00373258-bfee-543f-ad89-acecd923106b","2020-07-02"
"00373258-bfee-543f-ad89-acecd923106b","2020-08-02"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-03-18"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-04-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-05-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-06-17"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-07-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-08-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-09-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-10-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-11-18"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2019-12-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2020-01-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2020-02-17"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2020-03-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2020-04-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2020-05-18"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2020-06-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2020-07-16"
"00378c28-f859-5fa6-9bc7-d93ed3d62930","2020-08-15"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-03-25"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-04-18"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-05-21"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-06-21"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-07-23"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-08-20"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-09-20"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-10-22"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-11-22"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2019-12-23"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2020-01-23"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2020-02-21"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2020-03-24"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2020-04-21"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2020-05-22"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2020-06-22"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2020-07-21"
"0037b6f8-69db-5481-bf60-ff628d2a431b","2020-08-21"
"003997eb-2323-5c93-ae98-26aec1f245f7","2020-06-11"
"003997eb-2323-5c93-ae98-26aec1f245f7","2020-07-12"
"003997eb-2323-5c93-ae98-26aec1f245f7","2020-08-10"
"0039a253-697f-5af9-9686-501a3399012a","2019-09-19"
"0039a253-697f-5af9-9686-501a3399012a","2019-10-18"
"0039a253-697f-5af9-9686-501a3399012a","2019-11-18"
"0039a253-697f-5af9-9686-501a3399012a","2019-12-18"
"0039a253-697f-5af9-9686-501a3399012a","2020-01-20"
"0039a253-697f-5af9-9686-501a3399012a","2020-02-18"
"0039a253-697f-5af9-9686-501a3399012a","2020-03-18"
"0039a253-697f-5af9-9686-501a3399012a","2020-04-20"
"0039a253-697f-5af9-9686-501a3399012a","2020-05-18"
"0039a253-697f-5af9-9686-501a3399012a","2020-06-18"
"0039a253-697f-5af9-9686-501a3399012a","2020-07-20"
"0039a253-697f-5af9-9686-501a3399012a","2020-08-18"
"0039e1c8-9140-5b7c-8fba-f057fcd79ed1","2020-04-09"
"0039e1c8-9140-5b7c-8fba-f057fcd79ed1","2020-05-12"
"0039e1c8-9140-5b7c-8fba-f057fcd79ed1","2020-06-09"
"0039e1c8-9140-5b7c-8fba-f057fcd79ed1","2020-07-09"
"0039e1c8-9140-5b7c-8fba-f057fcd79ed1","2020-08-11"
"0039f0b6-6333-575f-a329-2d22457170be","2019-11-18"
"0039f0b6-6333-575f-a329-2d22457170be","2019-12-18"
"0039f0b6-6333-575f-a329-2d22457170be","2020-01-20"
"0039f0b6-6333-575f-a329-2d22457170be","2020-02-18"
"0039f0b6-6333-575f-a329-2d22457170be","2020-03-18"
"0039f0b6-6333-575f-a329-2d22457170be","2020-04-20"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2019-09-02"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2019-10-01"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2019-11-01"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2019-12-02"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2020-01-02"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2020-02-02"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2020-03-02"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2020-04-01"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2020-05-01"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2020-06-01"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2020-07-01"
"003ac9d8-3f4f-5f51-ac44-831564ede5db","2020-08-03"
"003b7be5-56e3-5160-9b5f-8961a9642343","2020-06-01"
"003b7be5-56e3-5160-9b5f-8961a9642343","2020-06-30"
"003b7be5-56e3-5160-9b5f-8961a9642343","2020-07-31"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2019-06-25"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2019-07-25"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2019-08-27"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2019-09-25"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2019-10-25"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2019-11-25"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2019-12-27"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2020-01-27"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2020-02-25"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2020-03-25"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2020-04-27"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2020-05-26"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2020-06-25"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2020-07-27"
"003bdd7f-59fa-59af-bd14-a12d5b7fb880","2020-08-25"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2019-08-05"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2019-09-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2019-10-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2019-11-04"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2019-12-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2020-01-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2020-02-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2020-03-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2020-04-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2020-05-04"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2020-06-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2020-07-03"
"003cf141-6866-5af7-a3d6-1c67aa0e6e3a","2020-08-03"
"003d3ef1-aecb-5af3-839a-52e236a76266","2019-08-27"
"003d3ef1-aecb-5af3-839a-52e236a76266","2019-09-25"
"003d3ef1-aecb-5af3-839a-52e236a76266","2019-10-25"
"003d3ef1-aecb-5af3-839a-52e236a76266","2019-11-25"
"003d3ef1-aecb-5af3-839a-52e236a76266","2019-12-27"
"003d3ef1-aecb-5af3-839a-52e236a76266","2020-01-27"
"003d3ef1-aecb-5af3-839a-52e236a76266","2020-02-25"
"003d3ef1-aecb-5af3-839a-52e236a76266","2020-03-25"
"003d3ef1-aecb-5af3-839a-52e236a76266","2020-04-27"
"003d3ef1-aecb-5af3-839a-52e236a76266","2020-05-26"
"003d3ef1-aecb-5af3-839a-52e236a76266","2020-06-25"
"003d3ef1-aecb-5af3-839a-52e236a76266","2020-07-27"
"003d3ef1-aecb-5af3-839a-52e236a76266","2020-08-25"
"003d4190-601a-531f-b1ec-f2b8d3573371","2020-03-13"
"003d4190-601a-531f-b1ec-f2b8d3573371","2020-04-14"
"003d4190-601a-531f-b1ec-f2b8d3573371","2020-05-13"
"003d4190-601a-531f-b1ec-f2b8d3573371","2020-06-15"
"003d4190-601a-531f-b1ec-f2b8d3573371","2020-07-13"
"003d4190-601a-531f-b1ec-f2b8d3573371","2020-08-13"
"003ee118-d848-5487-a36c-2772f0fc620d","2020-05-14"
"003ee118-d848-5487-a36c-2772f0fc620d","2020-06-15"
"003ee118-d848-5487-a36c-2772f0fc620d","2020-07-14"
"003ee118-d848-5487-a36c-2772f0fc620d","2020-08-14"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-03-25"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-04-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-05-25"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-06-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-07-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-08-27"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-09-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-10-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-11-25"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2019-12-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2020-01-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2020-02-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2020-03-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2020-04-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2020-05-26"
