"seriesid","date"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2020-06-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2020-07-24"
"003f6d20-9d04-5c2a-b275-b3cfd79226f3","2020-08-24"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2019-05-27"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2019-06-26"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2019-07-28"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2019-08-26"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2019-09-26"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2019-10-28"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2019-11-27"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2019-12-27"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2020-01-27"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2020-02-27"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2020-03-27"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2020-04-26"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2020-05-26"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2020-06-28"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2020-07-26"
"003fbd63-22d9-53b7-a542-da0cb256d2bc","2020-08-26"
"0042917e-003f-5ccd-ad07-bfe9236d4f3f","2020-04-01"
"0042917e-003f-5ccd-ad07-bfe9236d4f3f","2020-05-01"
"0042917e-003f-5ccd-ad07-bfe9236d4f3f","2020-06-01"
"0042917e-003f-5ccd-ad07-bfe9236d4f3f","2020-07-01"
"0042917e-003f-5ccd-ad07-bfe9236d4f3f","2020-08-03"
"00443218-6cb8-5da4-af3a-838e65b9bde6","2020-03-16"
"00443218-6cb8-5da4-af3a-838e65b9bde6","2020-04-15"
"00443218-6cb8-5da4-af3a-838e65b9bde6","2020-05-15"
"00443218-6cb8-5da4-af3a-838e65b9bde6","2020-06-15"
"00443218-6cb8-5da4-af3a-838e65b9bde6","2020-07-15"
"00443218-6cb8-5da4-af3a-838e65b9bde6","2020-08-14"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2019-11-25"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2019-12-13"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2020-01-13"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2020-02-14"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2020-03-13"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2020-04-15"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2020-05-13"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2020-06-12"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2020-07-13"
"00454ff1-3a15-5d93-9dde-5378ea162f92","2020-08-14"
"00455836-7998-5027-a194-4b003da68ab4","2020-02-03"
"00455836-7998-5027-a194-4b003da68ab4","2020-03-02"
"00455836-7998-5027-a194-4b003da68ab4","2020-04-01"
"00455836-7998-5027-a194-4b003da68ab4","2020-05-01"
"00455836-7998-5027-a194-4b003da68ab4","2020-06-01"
"00455836-7998-5027-a194-4b003da68ab4","2020-07-01"
"00455836-7998-5027-a194-4b003da68ab4","2020-08-03"
"00458431-2634-5621-b90b-173d3b00ebd6","2020-05-04"
"00458431-2634-5621-b90b-173d3b00ebd6","2020-06-02"
"00458431-2634-5621-b90b-173d3b00ebd6","2020-07-02"
"00458431-2634-5621-b90b-173d3b00ebd6","2020-08-03"
"00474293-22cf-5041-aeb0-12970860766a","2020-04-27"
"00474293-22cf-5041-aeb0-12970860766a","2020-05-26"
"00474293-22cf-5041-aeb0-12970860766a","2020-06-25"
"00474293-22cf-5041-aeb0-12970860766a","2020-07-27"
"00474293-22cf-5041-aeb0-12970860766a","2020-08-25"
"004747b0-a5f9-5a16-9a4e-5b8f7a0bb0b5","2020-06-08"
"004747b0-a5f9-5a16-9a4e-5b8f7a0bb0b5","2020-07-10"
"004747b0-a5f9-5a16-9a4e-5b8f7a0bb0b5","2020-08-10"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2019-10-01"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2019-11-01"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2019-12-02"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2020-01-02"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2020-02-03"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2020-03-02"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2020-04-01"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2020-05-01"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2020-06-01"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2020-07-01"
"0048446d-7fb2-5b45-aaf5-4270fbac768a","2020-08-03"
"00485fb6-a231-5004-a385-da968e9898b4","2019-05-24"
"00485fb6-a231-5004-a385-da968e9898b4","2019-06-27"
"00485fb6-a231-5004-a385-da968e9898b4","2019-07-26"
"00485fb6-a231-5004-a385-da968e9898b4","2019-09-06"
"00485fb6-a231-5004-a385-da968e9898b4","2019-10-07"
"00485fb6-a231-5004-a385-da968e9898b4","2019-11-05"
"00485fb6-a231-5004-a385-da968e9898b4","2019-12-06"
"00485fb6-a231-5004-a385-da968e9898b4","2020-01-06"
"00485fb6-a231-5004-a385-da968e9898b4","2020-02-07"
"00485fb6-a231-5004-a385-da968e9898b4","2020-03-09"
"00485fb6-a231-5004-a385-da968e9898b4","2020-04-06"
"00485fb6-a231-5004-a385-da968e9898b4","2020-05-07"
"00485fb6-a231-5004-a385-da968e9898b4","2020-06-05"
"00485fb6-a231-5004-a385-da968e9898b4","2020-07-06"
"00485fb6-a231-5004-a385-da968e9898b4","2020-08-07"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2019-11-25"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2019-12-24"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2020-01-24"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2020-02-24"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2020-03-24"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2020-04-24"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2020-05-26"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2020-06-25"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2020-07-24"
"0049eeda-8403-5ecf-bbec-a806fab0507b","2020-08-24"
"004b097e-859f-54dd-8f31-56d87e88c4c6","2020-04-14"
"004b097e-859f-54dd-8f31-56d87e88c4c6","2020-05-11"
"004b097e-859f-54dd-8f31-56d87e88c4c6","2020-06-10"
"004b097e-859f-54dd-8f31-56d87e88c4c6","2020-07-10"
"004b097e-859f-54dd-8f31-56d87e88c4c6","2020-08-10"
"004c0d2d-e667-559d-8f20-08990d92bafe","2019-09-17"
"004c0d2d-e667-559d-8f20-08990d92bafe","2019-10-18"
"004c0d2d-e667-559d-8f20-08990d92bafe","2019-11-17"
"004c0d2d-e667-559d-8f20-08990d92bafe","2019-12-18"
"004c0d2d-e667-559d-8f20-08990d92bafe","2020-01-17"
"004c0d2d-e667-559d-8f20-08990d92bafe","2020-02-17"
"004c0d2d-e667-559d-8f20-08990d92bafe","2020-03-19"
"004c0d2d-e667-559d-8f20-08990d92bafe","2020-04-17"
"004c0d2d-e667-559d-8f20-08990d92bafe","2020-05-18"
"004c0d2d-e667-559d-8f20-08990d92bafe","2020-06-17"
"004c0d2d-e667-559d-8f20-08990d92bafe","2020-07-18"
"004c0d2d-e667-559d-8f20-08990d92bafe","2020-08-17"
"004cc395-99da-573b-94d9-da9edb54f793","2019-09-02"
"004cc395-99da-573b-94d9-da9edb54f793","2019-10-01"
"004cc395-99da-573b-94d9-da9edb54f793","2019-11-01"
"004cc395-99da-573b-94d9-da9edb54f793","2019-12-02"
"004cc395-99da-573b-94d9-da9edb54f793","2020-01-02"
"004cc395-99da-573b-94d9-da9edb54f793","2020-02-03"
"004cc395-99da-573b-94d9-da9edb54f793","2020-03-02"
"004cc395-99da-573b-94d9-da9edb54f793","2020-04-01"
"004cc395-99da-573b-94d9-da9edb54f793","2020-05-01"
"004cc395-99da-573b-94d9-da9edb54f793","2020-06-01"
"004cc395-99da-573b-94d9-da9edb54f793","2020-07-01"
"004cc395-99da-573b-94d9-da9edb54f793","2020-08-03"
"004db4da-3ab6-50aa-984f-985969b4ac35","2019-11-01"
"004db4da-3ab6-50aa-984f-985969b4ac35","2019-12-02"
"004db4da-3ab6-50aa-984f-985969b4ac35","2020-01-02"
"004db4da-3ab6-50aa-984f-985969b4ac35","2020-02-03"
"004db4da-3ab6-50aa-984f-985969b4ac35","2020-03-02"
"004db4da-3ab6-50aa-984f-985969b4ac35","2020-04-01"
"004db4da-3ab6-50aa-984f-985969b4ac35","2020-05-01"
"004db4da-3ab6-50aa-984f-985969b4ac35","2020-06-01"
"004db4da-3ab6-50aa-984f-985969b4ac35","2020-07-01"
"004db4da-3ab6-50aa-984f-985969b4ac35","2020-08-03"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-03-18"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-04-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-05-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-06-17"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-07-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-08-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-09-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-10-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-11-18"
"004db52d-be35-5389-aac1-c5efa642c0c3","2019-12-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2020-01-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2020-02-17"
"004db52d-be35-5389-aac1-c5efa642c0c3","2020-03-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2020-04-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2020-05-18"
"004db52d-be35-5389-aac1-c5efa642c0c3","2020-06-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2020-07-16"
"004db52d-be35-5389-aac1-c5efa642c0c3","2020-08-17"
"004e3d81-f337-5740-ae29-4e164a955c72","2019-12-02"
"004e3d81-f337-5740-ae29-4e164a955c72","2020-01-02"
"004e3d81-f337-5740-ae29-4e164a955c72","2020-02-03"
"004e3d81-f337-5740-ae29-4e164a955c72","2020-03-02"
"004e3d81-f337-5740-ae29-4e164a955c72","2020-04-01"
"004e3d81-f337-5740-ae29-4e164a955c72","2020-05-01"
"004e3d81-f337-5740-ae29-4e164a955c72","2020-06-01"
"004e3d81-f337-5740-ae29-4e164a955c72","2020-07-01"
"004e3d81-f337-5740-ae29-4e164a955c72","2020-08-03"
"004f0e6d-fa80-5871-87bb-362415916e47","2020-06-06"
"004f0e6d-fa80-5871-87bb-362415916e47","2020-07-05"
"004f0e6d-fa80-5871-87bb-362415916e47","2020-08-06"
"004f5d03-9564-5757-b911-4e621ed02fa7","2019-12-03"
"004f5d03-9564-5757-b911-4e621ed02fa7","2020-01-03"
"004f5d03-9564-5757-b911-4e621ed02fa7","2020-02-03"
"004f5d03-9564-5757-b911-4e621ed02fa7","2020-03-03"
"004f5d03-9564-5757-b911-4e621ed02fa7","2020-04-03"
"004f5d03-9564-5757-b911-4e621ed02fa7","2020-05-04"
"004f5d03-9564-5757-b911-4e621ed02fa7","2020-06-03"
"004f5d03-9564-5757-b911-4e621ed02fa7","2020-07-03"
"004f5d03-9564-5757-b911-4e621ed02fa7","2020-08-03"
"004faa70-b252-5fae-8626-025359527e83","2019-10-16"
"004faa70-b252-5fae-8626-025359527e83","2019-11-18"
"004faa70-b252-5fae-8626-025359527e83","2019-12-18"
"004faa70-b252-5fae-8626-025359527e83","2020-01-16"
"004faa70-b252-5fae-8626-025359527e83","2020-02-18"
"004faa70-b252-5fae-8626-025359527e83","2020-03-18"
"004faa70-b252-5fae-8626-025359527e83","2020-04-16"
"004faa70-b252-5fae-8626-025359527e83","2020-05-18"
"004faa70-b252-5fae-8626-025359527e83","2020-06-17"
"004faa70-b252-5fae-8626-025359527e83","2020-07-16"
"004faa70-b252-5fae-8626-025359527e83","2020-08-19"
"00507889-2c5b-58b7-8d5b-deedf6988364","2019-11-01"
"00507889-2c5b-58b7-8d5b-deedf6988364","2019-12-02"
"00507889-2c5b-58b7-8d5b-deedf6988364","2020-01-02"
"00507889-2c5b-58b7-8d5b-deedf6988364","2020-02-03"
"00507889-2c5b-58b7-8d5b-deedf6988364","2020-03-02"
"00507889-2c5b-58b7-8d5b-deedf6988364","2020-04-01"
"00507889-2c5b-58b7-8d5b-deedf6988364","2020-05-01"
"00507889-2c5b-58b7-8d5b-deedf6988364","2020-06-01"
"00507889-2c5b-58b7-8d5b-deedf6988364","2020-07-01"
"00507889-2c5b-58b7-8d5b-deedf6988364","2020-08-03"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-04-01"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-04-30"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-06-02"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-06-30"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-07-31"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-09-01"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-09-30"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-11-01"
"00519359-f740-543a-bcca-31bd4095b3d6","2019-12-02"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-01-02"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-02-03"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-03-02"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-04-01"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-04-30"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-06-01"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-07-01"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-08-02"
"00519359-f740-543a-bcca-31bd4095b3d6","2020-08-31"
"00531828-b446-5c52-a845-5ffcffb51a8f","2020-01-02"
"00531828-b446-5c52-a845-5ffcffb51a8f","2020-02-03"
"00531828-b446-5c52-a845-5ffcffb51a8f","2020-03-02"
"00531828-b446-5c52-a845-5ffcffb51a8f","2020-04-01"
"00531828-b446-5c52-a845-5ffcffb51a8f","2020-05-03"
"00531828-b446-5c52-a845-5ffcffb51a8f","2020-06-01"
"00531828-b446-5c52-a845-5ffcffb51a8f","2020-07-01"
"00531828-b446-5c52-a845-5ffcffb51a8f","2020-08-02"
"005334c2-4ed9-5df8-a973-565d2d04ac56","2020-05-11"
"005334c2-4ed9-5df8-a973-565d2d04ac56","2020-06-08"
"005334c2-4ed9-5df8-a973-565d2d04ac56","2020-07-08"
"005334c2-4ed9-5df8-a973-565d2d04ac56","2020-08-10"
"0053947b-2a29-5cbc-8d61-85f2edd1684f","2020-04-28"
"0053947b-2a29-5cbc-8d61-85f2edd1684f","2020-06-01"
"0053947b-2a29-5cbc-8d61-85f2edd1684f","2020-06-29"
"0053947b-2a29-5cbc-8d61-85f2edd1684f","2020-07-28"
"00547566-d8e4-5af7-8f74-c5f6203b2d0a","2020-05-05"
"00547566-d8e4-5af7-8f74-c5f6203b2d0a","2020-06-05"
"00547566-d8e4-5af7-8f74-c5f6203b2d0a","2020-07-06"
"00547566-d8e4-5af7-8f74-c5f6203b2d0a","2020-08-05"
"00549cd5-79a6-5646-b2af-646786f59219","2020-04-17"
"00549cd5-79a6-5646-b2af-646786f59219","2020-05-18"
"00549cd5-79a6-5646-b2af-646786f59219","2020-06-17"
"00549cd5-79a6-5646-b2af-646786f59219","2020-07-17"
"00549cd5-79a6-5646-b2af-646786f59219","2020-08-17"
"0055e63d-1a2f-53f2-b8d9-bf085fac9645","2020-04-15"
"0055e63d-1a2f-53f2-b8d9-bf085fac9645","2020-05-16"
"0055e63d-1a2f-53f2-b8d9-bf085fac9645","2020-06-15"
"0055e63d-1a2f-53f2-b8d9-bf085fac9645","2020-07-15"
"0055e63d-1a2f-53f2-b8d9-bf085fac9645","2020-08-14"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2019-12-30"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2020-01-28"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2020-02-28"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2020-03-29"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2020-04-27"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2020-05-28"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2020-06-28"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2020-07-27"
"00572701-6f34-5f9e-acf0-d0c18506cf59","2020-08-27"
"005796db-3240-5d63-9500-1a2e5f6342c3","2020-02-12"
"005796db-3240-5d63-9500-1a2e5f6342c3","2020-03-12"
"005796db-3240-5d63-9500-1a2e5f6342c3","2020-04-12"
"005796db-3240-5d63-9500-1a2e5f6342c3","2020-05-12"
"005796db-3240-5d63-9500-1a2e5f6342c3","2020-06-12"
"005796db-3240-5d63-9500-1a2e5f6342c3","2020-07-13"
"005796db-3240-5d63-9500-1a2e5f6342c3","2020-08-12"
"005848aa-8f5a-5f08-b964-768777fba7ff","2019-10-16"
"005848aa-8f5a-5f08-b964-768777fba7ff","2019-11-14"
"005848aa-8f5a-5f08-b964-768777fba7ff","2019-12-16"
"005848aa-8f5a-5f08-b964-768777fba7ff","2020-01-15"
"005848aa-8f5a-5f08-b964-768777fba7ff","2020-02-14"
"005848aa-8f5a-5f08-b964-768777fba7ff","2020-03-16"
"005848aa-8f5a-5f08-b964-768777fba7ff","2020-04-16"
"005848aa-8f5a-5f08-b964-768777fba7ff","2020-05-14"
"005848aa-8f5a-5f08-b964-768777fba7ff","2020-06-16"
"005848aa-8f5a-5f08-b964-768777fba7ff","2020-07-15"
"005848aa-8f5a-5f08-b964-768777fba7ff","2020-08-14"
"00594010-0038-5ce9-8a59-c57731664d95","2019-12-03"
"00594010-0038-5ce9-8a59-c57731664d95","2020-01-07"
"00594010-0038-5ce9-8a59-c57731664d95","2020-02-03"
"00594010-0038-5ce9-8a59-c57731664d95","2020-03-04"
"00594010-0038-5ce9-8a59-c57731664d95","2020-04-02"
"00594010-0038-5ce9-8a59-c57731664d95","2020-05-04"
"00594010-0038-5ce9-8a59-c57731664d95","2020-06-03"
"00594010-0038-5ce9-8a59-c57731664d95","2020-07-03"
"00594010-0038-5ce9-8a59-c57731664d95","2020-08-03"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2019-09-02"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2019-10-03"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2019-11-04"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2019-12-03"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2020-01-02"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2020-02-03"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2020-03-04"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2020-04-02"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2020-05-04"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2020-06-03"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2020-07-03"
"005b9eaa-1e4b-53a2-adb0-1719d36e1cc1","2020-08-03"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-03-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-04-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-05-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-06-03"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-07-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-08-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-09-02"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-10-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-11-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2019-12-02"
"005d7cb1-a258-5a30-8837-19e92afdb690","2020-01-02"
"005d7cb1-a258-5a30-8837-19e92afdb690","2020-02-03"
"005d7cb1-a258-5a30-8837-19e92afdb690","2020-03-02"
"005d7cb1-a258-5a30-8837-19e92afdb690","2020-04-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2020-05-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2020-06-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2020-07-01"
"005d7cb1-a258-5a30-8837-19e92afdb690","2020-08-03"
"005e9292-23cb-526f-8da3-f93699bcfd45","2019-05-10"
"005e9292-23cb-526f-8da3-f93699bcfd45","2019-06-10"
"005e9292-23cb-526f-8da3-f93699bcfd45","2019-07-08"
"005e9292-23cb-526f-8da3-f93699bcfd45","2019-08-08"
"005e9292-23cb-526f-8da3-f93699bcfd45","2019-09-09"
"005e9292-23cb-526f-8da3-f93699bcfd45","2019-10-08"
"005e9292-23cb-526f-8da3-f93699bcfd45","2019-11-08"
"005e9292-23cb-526f-8da3-f93699bcfd45","2019-12-09"
"005e9292-23cb-526f-8da3-f93699bcfd45","2020-01-08"
"005e9292-23cb-526f-8da3-f93699bcfd45","2020-02-10"
"005e9292-23cb-526f-8da3-f93699bcfd45","2020-03-09"
"005e9292-23cb-526f-8da3-f93699bcfd45","2020-04-08"
"005e9292-23cb-526f-8da3-f93699bcfd45","2020-05-11"
"005e9292-23cb-526f-8da3-f93699bcfd45","2020-06-08"
"005e9292-23cb-526f-8da3-f93699bcfd45","2020-07-08"
"005e9292-23cb-526f-8da3-f93699bcfd45","2020-08-10"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2019-11-22"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2019-12-23"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2020-01-23"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2020-02-24"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2020-03-23"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2020-04-22"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2020-05-23"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2020-06-22"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2020-07-22"
"005ffb59-3e23-5e6d-867c-b3342e8a9977","2020-08-22"
